Plate,Position,Genotype,Weighted mean of relative MSD,Standard error of relative MSD,Number of replicates for MSD,Relative colony area mean,Relative colony area standard error,Relative front roughness mean,Relative front roughness standard error,Relative growth layer depth mean,Relative growth layer depth standard error,Relative colony thickness mean,Relative colony thickness standard error,Number of replicates for phenotypic traits,Cell major axis,Cell minor axis,Cell aspect ratio,Cell major axis standard error,Cell minor axis standard error,Cell volume,Cell surface area
DE2,57,topB,1.176259734,0.178369616,3,0.958006484,0.0182723,2.023921976,0.027078623,1.1429466,0.040196255,0.962038758,1.73E-06,2,39.8881399,12.71177847,3.137888219,nan,nan,4364.571164,1550.459082
DE2,58,ilvH,1.009637223,0.14164681,2,,,,,,,,,1,44.9832643,12.61859186,3.56484026,nan,nan,4899.394457,1725.323006
DE2,59,trpB,1.118610763,0.105765383,3,1.069411754,0.015183923,1.009806334,0.009801359,0.962123361,0.011567186,0.943945637,1.29E-06,3,38.1651612,12.21797037,3.123690763,nan,nan,3868.620857,1421.704923
DE2,60,argH,1.036817053,0.147809378,3,,,,,,,,,1,46.76612534,12.78836251,3.656928344,nan,nan,5270.23354,1827.047758
DE2,61,caiC,0.844320926,0.091301189,3,0.963042982,0.013645583,1.068814316,0.010444874,1.065888266,0.008567134,1.030692536,1.50E-06,3,40.32897674,12.52300946,3.220390184,nan,nan,4263.434364,1533.816326
DE2,62,speG,1.133622046,0.15211999,3,0.901016815,0.01280666,0.986091155,0.009522522,0.975456191,0.010076857,1.000952537,1.49E-06,3,42.14106846,12.52564655,3.364382692,nan,nan,4516.09966,1606.518422
DE2,63,WT,0.893879075,0.10106366,3,0.954038192,0.013536725,1.004778058,0.00975524,1.00352705,0.008491169,1.000833293,1.48E-06,3,nan,nan,nan,nan,nan,nan,nan
DE2,64,metA,nan,nan,0,,,,,,,,,0,37.83014234,13.29691552,2.845031412,nan,nan,4421.338788,1521.361567
DE2,65,paaA,nan,nan,0,,,,,,,,,0,43.18125973,12.53143823,3.445834305,nan,nan,4623.068628,1646.097574
DE2,66,metH,1.121761585,0.117130048,3,,,,,,,,,0,45.55250453,12.48291154,3.649189084,nan,nan,4894.962364,1739.294464
DE2,67,ybbL,nan,nan,0,,,,,,,,,0,38.10846583,12.00745839,3.173732907,nan,nan,3665.352333,1379.416856
DE2,68,paaB,0.820183919,0.121829846,3,,,,,,,,,1,41.657814,12.65130626,3.29276781,nan,nan,4426.796606,1586.653199
DE2,69,leuA,1.038647861,0.133084951,2,,,,,,,,,1,47.56046364,12.57752394,3.78138526,nan,nan,5205.856847,1826.689883
DE2,70,alr,nan,nan,1,,,,,,,,,1,44.863018,12.03138462,3.728832502,nan,nan,4495.292498,1648.38853
DE2,71,astB,nan,nan,0,,,,,,,,,0,48.06266426,11.34995113,4.234614202,nan,nan,4273.15835,1652.04195
DE2,72,glnA,nan,nan,1,,,,,,,,,1,38.24688415,11.78391379,3.245686013,nan,nan,3589.553814,1368.74938
DE2,73,ccmC,nan,nan,1,,,,,,,,,1,44.38859549,11.9828136,3.704355002,nan,nan,4365.957635,1612.51917
DE2,74,slt,1.102984128,0.137856581,3,0.947568646,0.013431168,1.291519831,0.013510155,0.969233924,0.011249759,0.989187682,1.46E-06,3,42.10689858,12.72611158,3.308701038,nan,nan,4650.225577,1636.398766
DE2,75,WT,1.030838276,0.111637032,3,1.072361098,0.017591902,1.081161563,0.011983771,1.115878087,0.015925974,1.012149296,1.66E-06,2,nan,nan,nan,nan,nan,nan,nan
DE2,76,bioF,0.539400913,0.054998262,3,0.938026554,0.013293925,0.599186659,0.005257078,1.134654316,0.007623699,1.002218469,1.45E-06,3,43.93888088,11.88809959,3.696039096,nan,nan,4293.846263,1594.944106
DE2,77,pabA,nan,nan,1,,,,,,,,,1,39.33063343,13.32632843,2.951348049,nan,nan,4688.624108,1601.111507
DE2,78,csgE,nan,nan,0,,,,,,,,,0,39.8962234,12.66647694,3.149749026,nan,nan,4358.952042,1544.582559
DE2,79,thiE,0.916635972,0.109730374,3,1.044124782,0.014791669,1.022356255,0.01017575,0.943495244,0.007376992,0.976776263,1.37E-06,3,42.28297373,12.66986009,3.337288134,nan,nan,4609.078427,1629.795212
DE2,80,bioD,nan,nan,0,,,,,,,,,0,41.32363455,13.5430487,3.051280068,nan,nan,5093.101267,1705.259443
DE2,81,ubiE,0.966874009,0.152445641,2,,,,,,,,,1,40.45159461,13.51581557,2.992908153,nan,nan,4989.965847,1673.6216
DE2,82,lplA,1.128395659,0.159344736,3,,,,,,,,,1,37.17765295,13.16489917,2.823998305,nan,nan,4254.958586,1485.643543
DE2,83,flgA,0.942398145,0.108141796,3,0.832325395,0.011817038,1.932406889,0.023430141,1.032306499,0.017164179,0.99213319,1.63E-06,3,37.52864523,13.15889771,2.851959645,nan,nan,4326.819894,1502.350749
DE2,84,panE,0.947662544,0.095773869,3,1.152233135,0.018914808,1.135333383,0.013763379,1.02987966,0.012920505,0.892687215,1.56E-06,2,61.08726652,14.1984481,4.302390382,nan,nan,8775.961365,2675.849553
DE2,85,nagZ,0.939705421,0.164764939,2,0.926771063,0.01768217,0.936871762,0.011982232,1.028677596,0.011109357,0.968245542,1.77E-06,2,39.93763355,12.29118409,3.249290975,nan,nan,4096.055286,1493.825771
DE2,86,ydeQ,0.913615081,0.182466942,2,,,,,,,,,1,43.13808019,12.71057722,3.393872634,nan,nan,4708.171932,1658.625315
DE2,87,WT,0.960877411,0.083903487,3,1.041793166,0.014762444,1.027651991,0.009922755,1.025658694,0.005896415,0.982692699,1.43E-06,3,nan,nan,nan,nan,nan,nan,nan
DE2,88,rfbX,0.605213945,0.063271621,3,,,,,,,,,0,41.17145641,12.78706751,3.219773133,nan,nan,4577.183774,1608.881577
DE2,89,fliL,nan,nan,1,,,,,,,,,1,38.75351073,13.18924666,2.938265673,nan,nan,4491.734543,1554.668849
DE2,90,otsB,1.015775985,0.130678868,2,0.896359327,0.015166806,1.663109134,0.015210331,0.997138692,0.011413244,0.948135512,1.91E-06,2,42.63155485,12.73367638,3.347937672,nan,nan,4671.364703,1645.594159
DE2,91,nlpC,nan,nan,1,,,,,,,,,1,44.19112043,11.61195479,3.805657293,nan,nan,4088.431187,1557.723667
DE2,92,putA,0.951197259,0.109433414,2,1.034963459,0.01753992,1.66996324,0.023823018,1.172242415,0.009813836,0.950072531,1.69E-06,2,43.40577089,12.87507399,3.371302636,nan,nan,4925.067212,1709.778662
DE2,93,nagD,nan,nan,0,,,,,,,,,0,42.28372922,12.77043645,3.311063752,nan,nan,4740.061477,1657.365977
DE2,94,sdaB,nan,nan,1,,,,,,,,,0,40.18398142,13.16464364,3.052416952,nan,nan,4667.190818,1608.07468
DE2,95,phnP,1.085584606,0.127245231,2,,,,,,,,,1,44.78040084,13.15324535,3.404513461,nan,nan,5298.761477,1799.902585
DE3,0,fdhF,nan,nan,1,,,,,,,,,0,43.1709641,12.82567087,3.365980972,nan,nan,4895.295209,1701.017452
DE3,1,dppA,nan,nan,0,,,,,,,,,0,45.17076792,12.81840054,3.523900489,nan,nan,5118.817308,1772.547846
DE3,2,gcvT,1.016227,0.141322176,2,0.952175615,0.011002425,1.189133731,0.015169122,1.087148483,0.018753242,0.909561072,1.72E-06,2,38.94938406,13.85025936,2.812177235,nan,nan,4940.674698,1635.330046
DE3,3,uvrB,0.961440789,0.127077079,2,,,,,,,,,0,37.106961,14.14897116,2.622590759,nan,nan,4891.359398,1599.320481
DE3,4,eutC,nan,nan,1,,,,,,,,,1,38.78835842,12.82847533,3.023614064,nan,nan,4303.238617,1516.165805
DE3,5,aas,nan,nan,1,,,,,,,,,1,40.87117886,12.74111198,3.207818825,nan,nan,4486.638194,1586.886948
DE3,6,caiT,nan,nan,0,,,,,,,,,0,49.86718916,13.85302232,3.599733546,nan,nan,6675.04192,2126.546932
DE3,7,WT,1.081976719,0.209111065,2,1.051418488,0.012145064,1.085485003,0.013171635,1.073290882,0.04700737,0.978987066,1.73E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,8,aldA,0.340425479,0.096442047,2,0.727443043,0.008454301,0.438364818,0.005131379,1.639740854,0.073647008,1.025969664,2.13E-06,2,38.42810509,13.25703713,2.898694839,nan,nan,4475.034151,1540.996148
DE3,9,ydfG,nan,nan,1,,,,,,,,,1,41.29431219,13.23962425,3.118994271,nan,nan,4838.699315,1656.732535
DE3,10,grxB,nan,nan,1,,,,,,,,,0,38.19870986,13.27568818,2.877343106,nan,nan,4504.998993,1549.042616
DE3,11,yeaX,nan,nan,0,,,,,,,,,0,40.50093223,12.0834463,3.351769953,nan,nan,4009.380487,1487.07811
DE3,12,fruK,nan,nan,1,,,,,,,,,0,nan,nan,nan,nan,nan,nan,nan
DE3,13,napF,nan,nan,1,,,,,,,,,1,41.80831498,12.68164319,3.296758499,nan,nan,4531.415296,1606.445553
DE3,14,fdnG,1.131886124,0.151994412,2,0.915980678,0.010619067,1.17592711,0.016767137,0.978992268,0.015068613,0.949636162,1.83E-06,2,43.85202846,11.75467957,3.730601773,nan,nan,4146.687576,1563.654911
DE3,15,glgX,nan,nan,1,,,,,,,,,1,31.54441731,12.11326954,2.604120813,nan,nan,3022.076352,1158.058351
DE3,16,lyxK,nan,nan,1,,,,,,,,,1,32.39497527,11.83636474,2.736902417,nan,nan,3009.927227,1167.908747
DE3,17,hcaF,1.187890476,0.177454646,2,1.080823516,0.012503844,1.364176334,0.018425699,1.111915462,0.035391992,0.95242666,1.73E-06,2,40.77066811,12.87765233,3.166001618,nan,nan,4516.46324,1586.829301
DE3,18,edd,nan,nan,0,,,,,,,,,1,42.4636982,12.13194566,3.500155654,nan,nan,4276.62406,1568.504411
DE3,19,WT,1.060677642,0.16167035,2,1.024217082,0.011840193,1.107805023,0.013479463,1.027166649,0.020407451,1.007459972,1.77E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,20,rsxD,1.179501034,0.172527467,2,,,,,,,,,1,43.10677893,12.75301692,3.38012403,nan,nan,4747.401677,1669.465033
DE3,21,napC,nan,nan,1,,,,,,,,,1,43.4877352,12.49687802,3.479887948,nan,nan,4666.083303,1660.228202
DE3,22,wcaF,0.947114975,0.283243683,2,0.903707567,0.010440831,0.752957038,0.01007216,1.065208083,0.029170003,0.982138331,1.82E-06,2,37.84611871,13.51371765,2.800570479,nan,nan,4552.071548,1547.613533
DE3,23,napH,0.946765696,0.140483885,2,,,,,,,,,1,nan,nan,nan,nan,nan,nan,nan
DE3,24,hycE,nan,nan,1,,,,,,,,,0,38.87658454,12.53753492,3.100815653,nan,nan,4125.40302,1486.130213
DE3,25,gatD,1.109293091,0.143468384,2,0.969535448,0.011199005,1.399922907,0.018951985,0.909761645,0.012526057,0.981308763,1.80E-06,2,42.92773311,12.859535,3.338202597,nan,nan,4865.017012,1689.309298
DE3,26,pyrE,nan,nan,0,,,,,,,,,0,43.11311872,12.88660653,3.345575781,nan,nan,4907.426533,1698.496982
DE3,27,pyrB,0.888417719,0.102589602,2,1.013959652,0.011728645,0.895404643,0.011115246,1.149505463,0.012553331,0.926147106,1.54E-06,2,38.96778159,12.14574669,3.208347959,nan,nan,3927.021153,1449.32248
DE3,28,dnaQ,nan,nan,0,,,,,,,,,0,46.46698868,13.642245,3.406110116,nan,nan,5890.028864,1928.011982
DE3,29,xapA,nan,nan,1,,,,,,,,,1,41.717552,12.67644213,3.290951166,nan,nan,4551.860511,1610.378477
DE3,30,nrdG,nan,nan,1,0.995715006,0.011505801,1.570899175,0.020714665,1.124617913,0.019961142,0.988308205,1.76E-06,2,41.66047944,12.8393154,3.24475863,nan,nan,4595.291448,1613.937343
DE3,31,WT,0.988368247,0.138974337,2,0.964706891,0.011143524,1.056694676,0.014098759,1.009538949,0.019443413,1.007901295,1.86E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,32,pnuC,nan,nan,0,,,,,,,,,1,40.04505154,12.68658532,3.15648778,nan,nan,4357.409011,1547.454081
DE3,33,sapB,nan,nan,1,,,,,,,,,0,39.58965198,11.87244781,3.334582102,nan,nan,3807.687157,1436.647026
DE3,34,ddpF,nan,nan,1,,,,,,,,,1,43.68804607,12.46131531,3.505893639,nan,nan,4648.467248,1659.996757
DE3,35,ydgI,nan,nan,1,,,,,,,,,0,42.69698861,12.10912512,3.526017625,nan,nan,4355.939713,1596.327675
DE3,36,araF,nan,nan,1,,,,,,,,,0,nan,nan,nan,nan,nan,nan,nan
DE3,37,ybhL,0.981035913,0.117448784,2,1.08212043,0.012576876,1.203542019,0.018743061,0.906225574,0.011599747,0.95621196,1.63E-06,2,42.33557909,12.06546918,3.508821619,nan,nan,4215.422369,1557.99133
DE3,38,tyrP,nan,nan,1,,,,,,,,,0,41.71910842,12.59201787,3.313139232,nan,nan,4468.375736,1595.47251
DE3,39,putP,1.015205548,0.127477788,2,0.928787615,0.010746937,1.186455555,0.015613557,0.918364473,0.010699047,0.990425988,1.91E-06,2,39.29918925,12.32572687,3.188387156,nan,nan,4052.570818,1479.361783
DE3,40,yecS,nan,nan,0,,,,,,,,,0,34.25638166,12.93586276,2.648171388,nan,nan,3738.235819,1338.826202
DE3,41,btuC,nan,nan,0,,,,,,,,,0,38.30583529,12.93712055,2.960924354,nan,nan,4234.186752,1494.175823
DE3,42,artI,nan,nan,1,,,,,,,,,0,41.93923605,11.9188203,3.518740529,nan,nan,4067.592073,1518.900396
DE3,43,WT,0.964252906,0.125711325,2,0.984472111,0.011371962,0.929848463,0.010974794,0.977543376,0.013937588,1.007118371,1.80E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,44,bglF,0.970818272,0.121746104,2,,,,,,,,,1,38.8039851,12.45556077,3.115394466,nan,nan,4033.48532,1465.078608
DE3,45,hyfH,nan,nan,0,,,,,,,,,0,43.64766542,12.39305934,3.521944359,nan,nan,4612.809604,1653.364115
DE3,46,cysA,1.063219834,0.201971239,2,,,,,,,,,1,37.81904201,12.62193313,2.996295545,nan,nan,4051.630225,1455.102288
DE3,47,exbD,nan,nan,0,,,,,,,,,0,47.43631573,12.43227554,3.815577894,nan,nan,5075.396193,1800.402936
DE3,48,fecC,nan,nan,1,,,,,,,,,0,40.78973302,11.83396662,3.446835228,nan,nan,3891.343676,1468.012735
DE3,49,fecA,nan,nan,1,,,,,,,,,0,40.21307396,12.88812534,3.120164716,nan,nan,4463.743247,1570.794158
DE3,50,kbaY,0.949124896,0.164148414,2,0.841215392,0.009719649,1.239403922,0.016711367,1.023310479,0.014341191,0.984650495,1.96E-06,2,46.73709109,12.20971459,3.827861065,nan,nan,4797.724071,1736.43596
DE3,51,ygbN,nan,nan,0,,,,,,,,,0,41.36030508,12.14384444,3.40586585,nan,nan,4166.073019,1533.144712
DE3,52,nikC,1.012348131,0.137559874,2,,,,,,,,,1,45.94253072,12.71280534,3.61387825,nan,nan,5114.953114,1783.467031
DE3,53,dppB,1.163165312,0.150741714,2,,,,,,,,,0,47.64448049,12.60563356,3.779618077,nan,nan,5195.840496,1827.14318
DE3,54,ycjM,1.018059103,0.132427875,2,0.931598561,0.010761182,1.127127806,0.013858104,1.079468503,0.013434877,0.9762468,1.80E-06,2,37.28333787,12.42498795,3.000673967,nan,nan,3835.640301,1401.411387
DE3,55,WT,0.946245404,0.111853984,2,0.972635521,0.01125098,0.968046997,0.012549387,0.963781034,0.013167527,1.002123852,1.80E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,56,ybbW,nan,nan,0,,,,,,,,,0,39.90988299,12.25310564,3.257123882,nan,nan,4089.961651,1498.342858
DE3,57,hisB,nan,nan,1,,,,,,,,,0,39.59854066,12.17591542,3.252202342,nan,nan,3995.324071,1475.167289
DE3,58,kefB,nan,nan,1,,,,,,,,,1,nan,nan,nan,nan,nan,nan,nan
DE3,59,citE,nan,nan,1,,,,,,,,,0,43.819596,12.38836672,3.537156834,nan,nan,4613.497601,1654.194147
DE3,60,cheZ,1.18219597,0.248947848,2,1.170315245,0.013528783,1.102310436,0.014421525,0.987999539,0.014169103,0.939848351,1.62E-06,2,37.27445391,12.69664741,2.935771365,nan,nan,3990.732607,1431.267845
DE3,61,hisA,nan,nan,0,,,,,,,,,0,45.09919675,12.22231523,3.689906202,nan,nan,4627.493518,1677.34534
DE3,62,modF,nan,nan,0,,,,,,,,,0,44.0471771,12.37743369,3.558667992,nan,nan,4591.790289,1655.018248
DE3,63,trpC,nan,nan,0,,,,,,,,,0,39.6767524,12.68082004,3.128879069,nan,nan,4279.650604,1526.387625
DE3,64,uvrC,nan,nan,1,,,,,,,,,1,43.87889287,12.27723926,3.574003239,nan,nan,4550.466239,1646.746709
DE3,65,eutG,nan,nan,1,,,,,,,,,1,44.2170104,11.70635961,3.77717855,nan,nan,4188.086006,1577.386076
DE3,66,livK,nan,nan,0,,,,,,,,,0,42.04469255,13.10494053,3.208308535,nan,nan,4877.444354,1675.798982
DE3,67,WT,1.038672204,0.113707329,2,0.96620594,0.01116578,0.875914038,0.01123971,0.978025859,0.012209284,1.003482662,1.81E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,68,tolQ,nan,nan,0,,,,,,,,,0,46.68555384,15.32103666,3.047153718,nan,nan,7569.690352,2208.989753
DE3,69,rhlE,nan,nan,1,,,,,,,,,0,40.87948023,11.7992113,3.464594301,nan,nan,3902.487993,1471.816326
DE3,70,miaA,nan,nan,0,,,,,,,,,0,35.84844795,12.98341215,2.761096047,nan,nan,3974.977912,1408.609898
DE3,71,torD,nan,nan,0,,,,,,,,,0,34.14802042,11.53932788,2.959272911,nan,nan,3043.542901,1198.282168
DE3,72,greA,0.845585372,0.086419106,2,0.893408558,0.010342197,0.577264507,0.00664028,1.103039486,0.009603602,0.976571908,1.77E-06,2,42.38550133,11.62772017,3.645211677,nan,nan,3966.749112,1511.284147
DE3,73,elbB,nan,nan,0,,,,,,,,,0,41.80602718,12.17777708,3.432976882,nan,nan,4223.742525,1550.419152
DE3,74,tdcD,0.686755881,0.085782297,2,,,,,,,,,1,39.89423809,11.8576849,3.364420494,nan,nan,3801.747301,1436.411696
DE3,75,mngA,1.021677503,0.121589992,2,0.832077857,0.009612312,1.600528775,0.022465618,1.081659061,0.013725114,0.998597829,2.04E-06,2,32.02249431,12.25519468,2.612973123,nan,nan,3135.30974,1186.910881
DE3,76,rspA,1.032537527,0.142486915,2,0.932863748,0.010776762,1.166074596,0.016143688,1.006146131,0.013213637,0.993015788,1.84E-06,2,31.25467393,12.10967104,2.580968041,nan,nan,2989.287747,1143.473031
DE3,77,yjjV,0.847355508,0.100903649,2,0.864589537,0.009990278,0.962763622,0.013821329,1.298621164,0.016264329,1.026753379,1.91E-06,2,36.82383182,11.81226072,3.117424572,nan,nan,3453.042045,1320.361271
DE3,78,nemA,0.922355,0.14151776,2,,,,,,,,,1,34.73231383,11.75884956,2.953716999,nan,nan,3205.406037,1239.811409
DE3,79,WT,1.022398107,0.125261988,2,1.009715406,0.011664038,0.997478751,0.01167932,1.095364968,0.014964054,1.014407511,1.81E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,80,rsgA,0.472011571,0.061661658,2,0.597415733,0.006912188,0.264358008,0.003433391,1.533595331,0.013289109,0.855259398,1.81E-06,2,43.85161935,11.98964131,3.657458819,nan,nan,4338.798415,1607.797639
DE3,81,amiB,nan,nan,1,,,,,,,,,0,32.3204441,11.7941354,2.740382657,nan,nan,2949.773514,1152.392893
DE3,82,ampC,nan,nan,1,,,,,,,,,1,32.1469301,12.1586609,2.643953176,nan,nan,3092.946223,1177.803245
DE3,83,chpA,nan,nan,0,,,,,,,,,0,30.99117641,11.56333848,2.680123604,nan,nan,2712.286566,1081.900008
DE3,84,xdhC,nan,nan,0,,,,,,,,,0,31.40008145,11.7676569,2.668337608,nan,nan,2843.199211,1115.425958
DE3,85,arsC,0.898115387,0.150649085,2,0.913841589,0.010585068,1.107974096,0.014027028,0.915439799,0.011369278,0.961432148,1.86E-06,2,33.20882047,11.99538207,2.768467089,nan,nan,3149.606705,1206.451312
DE3,86,zapE,nan,nan,1,,,,,,,,,1,nan,nan,nan,nan,nan,nan,nan
DE3,87,phnE,nan,nan,0,,,,,,,,,0,38.48704667,12.35254033,3.115719168,nan,nan,3908.911511,1433.307276
DE3,88,melA,0.974151281,0.112316257,2,0.796155102,0.009310359,1.376322611,0.014692281,1.03745208,0.009416199,0.973600621,1.92E-06,2,37.50370606,12.5397144,2.990794276,nan,nan,3923.19821,1421.985734
DE3,89,ygjR,1.086161522,0.117740562,2,,,,,,,,,1,41.61844211,12.24741152,3.398141888,nan,nan,4224.113469,1545.291724
DE3,90,ybbO,nan,nan,1,,,,,,,,,1,40.42881962,11.8292291,3.417705353,nan,nan,3875.372639,1460.307333
DE3,91,WT,0.984961834,0.12090915,2,1.010129041,0.011682586,1.081948498,0.013536211,1.001073506,0.011558968,0.981453775,1.76E-06,2,nan,nan,nan,nan,nan,nan,nan
DE3,92,ygfG,0.972359545,0.119978519,2,,,,,,,,,1,42.3703413,12.59657962,3.36363859,nan,nan,4600.460222,1631.438185
DE3,93,rph,nan,nan,1,,,,,,,,,1,41.50293802,12.35753494,3.358512698,nan,nan,4307.4,1563.044093
DE3,94,frvR,nan,nan,1,,,,,,,,,0,38.85229851,12.03209907,3.229054074,nan,nan,3784.464087,1418.112037
DE3,95,yjhE,1.195314823,0.210204611,2,1.104390522,0.012839688,0.985394834,0.012071464,1.0095459,0.039770311,0.9137375,1.69E-06,2,35.98543329,11.86939395,3.031783547,nan,nan,3419.559876,1302.539551
DE4,0,zapA,1.177548645,0.172688175,2,1.080187361,0.02189856,1.170992308,0.014220375,1.38140829,0.026519553,0.945177483,1.57E-06,2,38.55040137,12.38595242,3.112429312,nan,nan,3943.680398,1444.093821
DE4,1,ybhF,nan,nan,1,,,,,,,,,1,34.44818113,11.25813881,3.0598469,nan,nan,2954.783356,1184.97074
DE4,2,yneL,nan,nan,1,,,,,,,,,1,37.4419013,12.13685269,3.084976166,nan,nan,3742.780022,1391.119136
DE4,3,yebQ,0.840037707,0.1406111,3,0.879087278,0.01029841,0.918546823,0.009386828,1.142680107,0.016488792,0.914763132,1.33E-06,3,38.21981452,12.06527007,3.16775458,nan,nan,3760.696241,1405.832424
DE4,4,yraR,0.614419394,0.137219197,2,0.921071982,0.011864016,1.140962287,0.013955628,1.312858634,0.029237288,0.925763463,1.70E-06,2,35.48356649,11.93550186,2.97294298,nan,nan,3343.121782,1278.355879
DE4,5,yghE,nan,nan,1,,,,,,,,,0,37.09045038,12.06355995,3.074585821,nan,nan,3624.008218,1360.44257
DE4,6,yhbX,nan,nan,1,,,,,,,,,0,37.93455653,11.85252638,3.200546054,nan,nan,3612.108003,1370.822594
DE4,7,yoeF,1.00096086,0.150057568,2,,,,,,,,,0,35.3231063,11.58276599,3.049626171,nan,nan,3182.326175,1244.419037
DE4,8,yghQ,nan,nan,0,,,,,,,,,0,35.47974972,12.29666074,2.885315817,nan,nan,3551.683228,1319.16327
DE4,9,hybF,1.091908298,0.221077981,3,0.81875862,0.009608441,1.364469567,0.011351379,1.162665522,0.035729516,0.893807199,1.30E-06,3,34.72909825,12.22050864,2.841870112,nan,nan,3444.361363,1288.537788
DE4,10,agaA,nan,nan,0,,,,,,,,,0,40.65093304,12.20995866,3.329326016,nan,nan,4105.833003,1506.741059
DE4,11,WT,1.008334347,0.132984872,3,1.006663883,0.011787072,1.106087406,0.010698508,1.124183884,0.02334975,0.964974741,1.30E-06,3,nan,nan,nan,nan,nan,nan,nan
DE4,12,yhhS,nan,nan,0,,,,,,,,,0,37.85588414,11.35482245,3.333903663,nan,nan,3285.303214,1298.098603
DE4,13,wzzE,0.531594443,0.09199562,2,0.903383894,0.011566561,0.602542092,0.006843551,1.179439477,0.018100351,0.957623587,1.59E-06,2,34.27727804,11.15245819,3.073517735,nan,nan,2771.537955,1136.15862
DE4,14,dcrB,0.844205517,0.110839746,3,0.912805212,0.010703346,0.871050012,0.008178948,1.130623374,0.019274941,0.98830737,1.41E-06,3,39.12867582,11.89982641,3.288171984,nan,nan,3775.055603,1420.640715
DE4,15,gntX,nan,nan,0,,,,,,,,,0,33.9266556,11.98933732,2.82973568,nan,nan,3207.261898,1227.53855
DE4,16,yhfK,0.767241,0.117496336,3,0.867201126,0.010157126,0.919549473,0.00929774,1.172044173,0.018115162,0.989930475,1.42E-06,3,32.34759781,11.8039603,2.740402118,nan,nan,2936.304037,1149.475927
DE4,17,hslO,0.86058705,0.107928345,3,0.895691794,0.010494696,0.681005529,0.006760474,1.118238536,0.01548021,1.003612151,1.39E-06,3,32.4088943,11.7166854,2.7660463,nan,nan,2920.387585,1147.818696
DE4,18,ulaA,0.942256436,0.161889683,2,0.946222335,0.019178832,0.809056484,0.009682323,1.327558755,0.043135333,0.998491219,1.61E-06,2,32.88249802,11.39977449,2.88448671,nan,nan,2816.158093,1131.034596
DE4,19,yjgK,0.771940626,0.101456953,3,0.863426153,0.01111915,0.577655362,0.006957863,1.218204117,0.020365269,0.94207751,1.69E-06,2,35.32478089,11.82469011,2.987374768,nan,nan,3281.514078,1262.878463
DE4,20,frlC,0.922156939,0.182779198,2,,,,,,,,,1,33.62689203,12.40931782,2.709809879,nan,nan,3373.954143,1259.030983
DE4,21,yacG,nan,nan,0,,,,,,,,,0,31.85765442,12.66911545,2.514591848,nan,nan,3257.583843,1209.506567
DE4,22,cybB,nan,nan,0,,,,,,,,,0,39.17887266,12.24432046,3.199758843,nan,nan,3920.622516,1446.640359
DE4,23,WT,0.959993682,0.15884026,2,1.067062106,0.012493031,1.038123785,0.010201805,0.915963795,0.02146497,1.023687819,1.31E-06,3,nan,nan,nan,nan,nan,nan,nan
DE4,24,flgH,1.065570305,0.122991263,3,0.922291156,0.010899722,1.263663043,0.012875359,0.987346589,0.015759983,0.9612765,1.44E-06,3,35.6215212,12.47747466,2.854866243,nan,nan,3651.463142,1343.28509
DE4,25,yajQ,1.062514114,0.138722466,2,0.862540575,0.011021623,1.170678128,0.014952405,1.099474018,0.018250706,0.971143744,1.62E-06,2,35.05877164,11.55596627,3.033824332,nan,nan,3123.730573,1227.668719
DE4,26,yegP,0.74851788,0.137976788,2,0.895591572,0.011533117,0.865769038,0.01068856,1.19071844,0.017042063,0.984301128,1.77E-06,2,36.50992531,12.30684424,2.96663585,nan,nan,3655.580766,1355.516771
DE4,27,yoaB,nan,nan,1,,,,,,,,,1,39.26593171,12.40314439,3.165804611,nan,nan,4042.944468,1473.073218
DE4,28,fbaB,0.612723545,0.069908047,3,0.849705446,0.010000307,0.684105289,0.007020568,1.159443304,0.013235495,1.005145139,1.46E-06,3,37.15643383,12.21155563,3.042727312,nan,nan,3658.113629,1365.598929
DE4,29,yecN,0.851096262,0.129395573,2,0.906958315,0.01159188,0.791910013,0.009858326,1.21020781,0.019694334,1.011537003,1.65E-06,2,35.04120828,12.73423419,2.751732672,nan,nan,3692.315642,1340.026999
DE4,30,yfbT,0.684882687,0.098399329,2,0.849765205,0.010944794,0.63249058,0.00736674,1.241343227,0.017115888,0.977464979,1.79E-06,2,33.81371037,12.05211719,2.805624095,nan,nan,3235.935427,1232.159902
DE4,31,ydhO,0.834904518,0.141246927,2,0.8932363,0.011502533,1.155276126,0.014668369,1.373319879,0.028267851,0.988493704,1.77E-06,2,38.79004671,12.36466937,3.137168131,nan,nan,3967.478262,1452.158857
DE4,32,proQ,nan,nan,1,,,,,,,,,1,34.7847769,12.01707237,2.894613249,nan,nan,3328.85309,1265.903169
DE4,33,trmC,0.81786165,0.128526073,2,0.884430185,0.01797411,1.052119129,0.013522396,0.932854645,0.022827594,1.015931059,1.71E-06,2,31.80246284,12.31277652,2.582883138,nan,nan,3191.890853,1197.641264
DE4,34,yfgH,nan,nan,1,,,,,,,,,1,34.05557069,13.25450889,2.569357415,nan,nan,3889.958302,1361.520258
