experiment_all,strains_all,radius_all,masscut_all,maxd_all,barrg_all,xmin_all,xmax_all,ymin_all,ymax_all,manually_changed,notes,exclude
20200213_2030_mreBc,0,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,1,3,300000,15,5,0,1205,781,903,1,change focus algorithm,
20200213_2030_mreBc,2,3,300000,20,5,0,1205,781,903,1,,
20200213_2030_mreBc,3,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,4,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,5,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,6,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,7,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,8,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,9,3,300000,15,5,0,1205,781,903,0,,
20200213_2030_mreBc,10,3,300000,15,5,0,1205,781,903,1,change focus algorithm,
20200213_2030_mreBc,11,3,300000,15,5,0,1205,781,903,1,change focus algorithm,
20200213_2030_mreBc,12,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,13,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,14,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,15,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,16,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,17,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,18,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,19,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,20,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,21,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,22,3,300000,15,5,0,1205,0,87,0,out of focus,1
20200213_2030_mreBc,23,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,24,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,25,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,26,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,27,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,28,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,29,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,30,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,31,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,32,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,33,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,34,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,35,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,36,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,37,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,38,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,39,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,40,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,41,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,42,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,43,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,44,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,45,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,46,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,47,3,300000,15,5,800,1205,0,87,1,,
20200213_2030_mreBc,48,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,49,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,50,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,51,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,52,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,53,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,54,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,55,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,56,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,57,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,58,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,59,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,60,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,61,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,62,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,63,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,64,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,65,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,66,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,67,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,68,3,300000,15,5,0,1205,0,87,0,,
20200213_2030_mreBc,69,3,300000,15,5,0,1205,0,87,0,,
