experiment_all,strains_all,radius_all,masscut_all,maxd_all,barrg_all,xmin_all,xmax_all,ymin_all,ymax_all,manually_changed,notes,exclude
20200219_2000_mreBb,0,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,1,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,2,3,300000,15,5,0,1205,781,903,1,changed focus,
20200219_2000_mreBb,3,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,4,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,5,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,6,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,7,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,8,3,300000,15,5,0,1205,781,903,0,out of focus,1
20200219_2000_mreBb,9,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,10,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,11,3,300000,15,5,0,1205,781,903,0,,
20200219_2000_mreBb,12,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,13,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,14,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,15,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,16,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,17,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,18,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,19,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,20,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,21,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,22,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,23,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,24,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,25,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,26,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,27,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,28,3,300000,15,5,0,600,0,87,1,,
20200219_2000_mreBb,29,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,30,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,31,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,32,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,33,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,34,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,35,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,36,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,37,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,38,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,39,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,40,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,41,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,42,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,43,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,44,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,45,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,46,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,47,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,48,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,49,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,50,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,51,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,52,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,53,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,54,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,55,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,56,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,57,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,58,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,59,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,60,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,61,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,62,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,63,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,64,3,300000,15,5,0,1205,0,87,0,out of focus,1
20200219_2000_mreBb,65,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,66,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,67,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,68,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,69,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,70,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,71,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,72,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,73,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,74,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,75,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,76,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,77,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,78,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,79,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,80,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,81,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,82,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,83,3,300000,15,5,0,600,0,87,1,,
20200219_2000_mreBb,84,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,85,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,86,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,87,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,88,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,89,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,90,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,91,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,92,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,93,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,94,3,300000,15,5,0,1205,0,87,0,,
20200219_2000_mreBb,95,3,300000,15,5,0,1205,0,87,0,,
