experiment_all,strains_all,radius_all,masscut_all,maxd_all,barrg_all,xmin_all,xmax_all,ymin_all,ymax_all,manually_changed,notes,exclude
20200216_2000_DE3a,0,3,300000,15,5,0,1205,781,903,1,changed focus,
20200216_2000_DE3a,1,3,300000,15,5,0,1205,500,903,1,,
20200216_2000_DE3a,2,3,300000,15,5,0,1205,781,903,1,changed focus,
20200216_2000_DE3a,3,3,300000,18,5,0,1205,500,903,1,,
20200216_2000_DE3a,4,3,300000,18,5,0,1205,781,903,1,,
20200216_2000_DE3a,5,3,300000,15,5,0,1205,781,903,1,changed focus,
20200216_2000_DE3a,6,3,300000,15,5,0,1205,781,903,0,,
20200216_2000_DE3a,7,3,300000,15,5,0,1205,781,903,0,,
20200216_2000_DE3a,8,3,300000,18,5,0,1205,781,903,1,,
20200216_2000_DE3a,9,3,300000,15,5,0,1205,781,903,0,,
20200216_2000_DE3a,10,3,300000,15,5,0,1205,781,903,1,changed focus,
20200216_2000_DE3a,11,3,300000,15,5,0,1205,781,903,1,changed focus,
20200216_2000_DE3a,12,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,13,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,14,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,15,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,16,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,17,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,18,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,19,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,20,3,300000,15,5,0,1205,0,87,1,changed focus,
20200216_2000_DE3a,21,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,22,3,300000,18,5,0,1205,0,87,1,,
20200216_2000_DE3a,23,3,300000,15,5,0,1205,0,87,0,,
20200216_2000_DE3a,24,3,300000,15,5,0,1205,0,87,0,,
