1.020376467568151924e+00,1.676027325443548432e-01
nan,nan
nan,nan
nan,nan
1.084375900252139147e+00,1.951370092028399950e-01
1.254883903842381798e+00,4.067404750110486522e-01
1.062532017764541203e+00,2.991772705926994402e-01
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
8.995672253930375728e-01,2.628346445529939901e-01
8.607118301048463094e-01,1.778544557206840626e-01
nan,nan
2.697837349893632275e-02,1.130234113844910161e-02
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
1.547890514620268609e+00,1.131504311516651873e+00
nan,nan
nan,nan
nan,nan
nan,nan
9.374404317204555470e-01,1.634545773625746268e-01
4.554606648897884247e-01,1.523275267616700790e-01
8.435038795120983757e-01,1.686426765964100238e-01
nan,nan
1.045874092989826476e+00,2.933158414932837132e-01
nan,nan
nan,nan
nan,nan
5.762699070649026645e-01,1.257582145541886742e-01
1.265137956592854884e+00,2.562485240098938410e-01
1.126138574864219422e+00,2.713095464272485824e-01
nan,nan
1.127356489175578291e+00,2.372455536828156908e-01
nan,nan
5.055523018892259940e-02,3.656430240686658201e-02
nan,nan
9.951145674970629518e-01,1.813722394893482193e-01
nan,nan
4.838262820769209660e-01,1.245303470317290079e-01
nan,nan
nan,nan
nan,nan
1.027369652968857849e+00,3.742866283673657590e-01
1.173008632072320534e+00,2.546751285870773041e-01
1.115452358971005919e+00,2.271674610444567866e-01
9.957824559903888373e-01,1.589382513042974232e-01
nan,nan
4.107514233953884486e-01,2.070599481088050420e-01
7.888548857346726617e-01,3.643250086949383904e-01
9.055389342745392423e-01,1.637630590877383052e-01
nan,nan
9.673382636863944173e-01,1.897354870178021014e-01
nan,nan
nan,nan
1.078404191370637699e+00,2.511098495423674803e-01
1.220271564864731095e-01,4.188843849078544707e-02
nan,nan
nan,nan
nan,nan
nan,nan
6.880430108009026879e-01,2.081448320885026237e-01
7.672467285976605211e-01,9.057160506794680321e-01
nan,nan
nan,nan
nan,nan
5.320714038301047610e-01,1.977360504807753050e-01
nan,nan
nan,nan
8.888417219413933257e-01,1.637392238159010027e-01
nan,nan
nan,nan
2.010619377819779174e+00,1.321694182899550540e+00
1.111327165335758149e+00,1.955154986662614724e-01
7.665002649874728125e-01,1.924979582416977697e-01
nan,nan
6.570844147573287053e-01,4.528588659181332909e-01
nan,nan
nan,nan
1.128024377668904066e+00,2.694375101168859921e-01
nan,nan
nan,nan
1.119538265047822945e+00,2.504429848922437030e-01
nan,nan
nan,nan
1.161733102802643192e+00,2.552740351753233217e-01
nan,nan
nan,nan
nan,nan
