1.155844129931530517e+00,2.116057888995690472e-01
nan,nan
5.523394448212078922e-01,8.633982238567422529e-02
1.003811402797337271e+00,2.730945445628635282e-01
nan,nan
1.158611955913167346e+00,2.673093753043242482e-01
nan,nan
1.083010766243316159e+00,2.077691694722867410e-01
nan,nan
1.213098587380246229e+00,4.498666171645997469e-01
nan,nan
9.488502868762637155e-01,1.846267845671522023e-01
nan,nan
1.165294278640261805e+00,2.758394715455450563e-01
1.043826258417572372e+00,2.092261077728942431e-01
nan,nan
1.020181116460160631e+00,2.931868479942382755e-01
9.903281362296494361e-01,1.686437934334579780e-01
1.048966506669183563e+00,2.186595387975875660e-01
9.337063247195936944e-01,2.049573297331643007e-01
nan,nan
nan,nan
nan,nan
nan,nan
1.129826565704144636e+00,1.849897856304683896e-01
1.289371963359923212e+00,2.113477922071983206e-01
nan,nan
nan,nan
8.405096698807658084e-01,1.418137392657848606e-01
9.492852309590922300e-01,1.620689484398451785e-01
nan,nan
nan,nan
nan,nan
6.890305079428998836e-01,1.571176123752986986e-01
nan,nan
1.147422030873121335e+00,2.292428786262278584e-01
1.056518717561935494e+00,2.013542682284901186e-01
nan,nan
nan,nan
9.980780489782326015e-01,2.210830746491808663e-01
9.094285368235222045e-01,1.511538645179732188e-01
1.119704230685587110e+00,2.858532698689779661e-01
9.332318402655986889e-01,2.340960806958292950e-01
nan,nan
nan,nan
1.046317301801045430e+00,3.066256148986757357e-01
nan,nan
9.758168200116394964e-01,1.909804008731168790e-01
1.040149003899111912e+00,1.617673139711132690e-01
nan,nan
nan,nan
9.571537648211740912e-01,2.083871865831177783e-01
nan,nan
1.086648480390610461e+00,2.127501120901780785e-01
nan,nan
nan,nan
nan,nan
1.206969829849479092e+00,3.854051374374234951e-01
8.710743767922692893e-01,1.787629821235599825e-01
9.922656144167952830e-01,2.451719699249988726e-01
nan,nan
1.202620389021192615e+00,2.338395336174195760e-01
1.163594042680113683e+00,1.928627718329868346e-01
9.830131675638950073e-01,1.616058885390952160e-01
nan,nan
8.184066023988374461e-01,1.631152005174445752e-01
nan,nan
9.294755050048059131e-01,1.879371262776229345e-01
nan,nan
nan,nan
nan,nan
9.622149323304527435e-01,2.069668956261758730e-01
nan,nan
8.885512208477474028e-01,1.740546243168179241e-01
1.024253774690283336e+00,2.306738510395072439e-01
nan,nan
1.029394022941894749e+00,1.841455868163196508e-01
1.049440991123178568e+00,2.367687267501432102e-01
1.020774222027654332e+00,1.883120778290500730e-01
9.008087359092818991e-01,2.141251855357080847e-01
1.043351773963577589e+00,2.292103253868210955e-01
nan,nan
9.643501123734297131e-01,2.909277126845782324e-01
9.854251302050357486e-01,1.897158306884153545e-01
1.081745474365996440e+00,1.734433410386442553e-01
1.055253425684615776e+00,1.642588804605938368e-01
6.900585575932222104e-01,1.360209381254896543e-01
9.599611311739770780e-01,2.116480749454505983e-01
9.010459781362792908e-01,1.769798762712897211e-01
nan,nan
8.492480919085049207e-01,1.473855166744489908e-01
4.943732606914999494e-01,1.300584124522617402e-01
7.958685908340806803e-01,1.818761541162395579e-01
nan,nan
nan,nan
1.023225725039961231e+00,1.776694803470848238e-01
