1.220826479530111142e+00,2.988032094161632846e-01
nan,nan
nan,nan
1.183966312996462822e+00,4.107728320893819229e-01
8.134174470182576888e-01,2.688832274841387315e-01
nan,nan
nan,nan
9.114948688144619560e-01,2.169556927961143189e-01
nan,nan
1.014628179996189594e+00,2.881861359174044956e-01
nan,nan
1.001954295117613691e+00,3.155853496935181468e-01
nan,nan
nan,nan
7.610479981803680571e-01,1.977623303764091955e-01
nan,nan
8.724825331504892922e-01,2.282042448809037116e-01
7.929889209875610190e-01,2.135848935229220924e-01
8.128025415524507968e-01,2.408370420866088601e-01
8.723800489061882546e-01,2.262009980541469234e-01
1.218708471814553995e+00,3.833298019893066066e-01
nan,nan
nan,nan
8.933209961583906678e-01,2.010847704730057972e-01
1.008957385144859220e+00,2.002235476621486709e-01
nan,nan
1.141606158685319228e+00,2.931291808864154858e-01
nan,nan
7.048524708885687273e-01,1.680288215407408359e-01
nan,nan
8.457683068026552453e-01,1.916446182754591165e-01
9.539575073699065877e-01,2.697615669763868684e-01
6.655326824916927286e-01,1.368771849699291776e-01
1.078441702781041345e+00,2.234524007892915165e-01
7.954485428507886979e-01,1.564947772592795439e-01
1.033109505385164439e+00,2.452983311797746757e-01
1.048618787689405529e+00,2.895691925854877447e-01
nan,nan
9.251935961360494565e-01,2.194309089450275085e-01
6.609550529129079033e-01,1.554731240517716329e-01
7.957901569984592305e-01,2.036252007248331719e-01
nan,nan
8.293025048849365088e-01,2.201293620857497357e-01
nan,nan
8.746347022808135252e-01,2.130424597123996844e-01
9.485600038367124620e-01,3.102708132092132365e-01
nan,nan
1.186118482126787166e+00,3.403953323164392031e-01
8.139640296545305187e-01,2.040225176826372666e-01
nan,nan
nan,nan
nan,nan
nan,nan
1.137745918816642332e+00,2.283415958912212440e-01
8.253397807719585755e-01,1.628088592179049443e-01
nan,nan
8.231192888121002804e-01,2.292855156712494680e-01
nan,nan
8.323087093844370177e-01,2.023041057556532185e-01
9.825847729446955947e-01,2.431843897134529642e-01
8.630539826747832821e-01,2.056345478758409007e-01
1.006702731770233727e+00,3.609820383224734419e-01
7.866690592556565553e-01,2.060742856761330066e-01
8.184391749890141954e-01,2.276557424058096857e-01
nan,nan
nan,nan
nan,nan
7.460511370976325995e-01,1.385963776925911162e-01
nan,nan
nan,nan
nan,nan
9.947462366017658653e-01,3.151873288144366736e-01
nan,nan
6.496134632102468220e-01,1.770851046231529946e-01
nan,nan
nan,nan
6.648494541963517745e-01,1.920329554879248724e-01
9.636251877489822038e-01,2.742200955898431158e-01
8.958831022659194954e-01,2.435396317824267132e-01
8.643521164359310172e-01,1.662820849838381188e-01
9.904760597558843749e-01,2.182377129212660916e-01
9.545040900061794176e-01,1.729329142089747751e-01
nan,nan
1.087699446182912366e+00,3.082840103620668182e-01
9.917058706874982699e-01,2.831838274095767605e-01
8.769576784849730799e-01,2.893196225436200919e-01
8.492869325236614975e-01,2.773187609244703311e-01
9.252960803803506051e-01,2.202973915230356794e-01
8.521906527788609687e-01,1.868603049805485639e-01
nan,nan
9.368084771568468971e-01,1.617115282067428661e-01
5.532099507376282421e-01,1.661075944517650116e-01
9.162774668818490786e-01,1.660336711936332421e-01
nan,nan
nan,nan
1.005643727912455265e+00,3.062298473522808151e-01
