3.5737,0.81327
1.9386,1.0846
1.2353,0.24111
3.4658,1.1612
2.3811,0.7573
2.8021,1.0278
2.2799,0.52391
2.6682,0.58784
2.9856,0.83501
2.9701,0.80004
2.5485,0.67938
2.933,0.88521
2.1079,0.64448
1.8068,0.57695
2.2278,0.543
2.5557,0.46336
2.554,0.62714
2.3213,0.58921
2.3793,0.67162
2.5537,0.6209
3.5675,1.0751
3.6838,0.85103
2.3499,0.4965
2.615,0.53943
2.9535,0.52223
3.6406,0.80023
3.3418,0.80352
2.2185,0.46109
2.0633,0.45539
2.2404,0.47154
2.4758,0.51475
2.7925,0.74852
1.9482,0.36019
3.1569,0.58904
2.3285,0.40725
3.0242,0.66436
3.0696,0.80127
1.9888,0.51807
2.7083,0.59419
1.9348,0.42041
2.3295,0.5579
2.7674,0.60524
2.4276,0.60613
2.1031,0.6038
2.5603,0.57941
2.7767,0.87312
2.2549,0.52175
3.4721,0.94606
2.3827,0.55732
3.6728,0.90741
2.0217,0.34024
2.8414,0.64842
2.865,0.38115
3.3305,0.59729
2.416,0.42398
2.1507,0.3847
2.4095,0.63511
2.9481,0.69918
2.4364,0.55002
2.8763,0.66303
2.5264,0.55726
2.9469,1.0228
2.3028,0.56644
2.3958,0.63049
1.8846,0.46864
2.2627,0.56857
3.0483,0.47502
2.1839,0.35481
3.0138,0.85652
2.1276,0.55736
2.4775,0.43717
2.9119,0.88456
3.0791,0.62569
1.9016,0.48925
3.1179,0.8588
2.0749,0.51928
1.9462,0.53409
2.8208,0.76143
2.6225,0.67262
2.5302,0.43008
2.8994,0.583
2.7941,0.4392
2.4646,0.70408
3.184,0.85563
2.903,0.78662
2.5671,0.81473
2.4861,0.78028
2.7086,0.59692
2.4946,0.49869
2.0451,0.3831
2.7423,0.40379
1.6194,0.46384
2.6822,0.4217
1.7014,0.38089
2.7283,0.45779
2.9438,0.85629
